Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3
"X2839305A", 0.208, 1,    120.221,  -37.8,    1.0011, 2,    120.375,  142.2,    1.0024, 0, 0, 0, 0
"X2879753B", 0.208, 1,    119.054, -159.5,   0.99138, 2,    118.745,   20.5,   0.98881, 0, 0, 0, 0
"X2748129A", 0.208, 1,    122.532,  -40.6,    1.0203, 2,    121.996,  139.4,    1.0159, 0, 0, 0, 0
"X2991906A", 0.208, 1,     116.08,  -39.9,   0.96662, 2,    116.686,  140.1,   0.97166, 0, 0, 0, 0
"X2804247B", 0.208, 1,    115.273, -162.5,    0.9599, 2,    115.699,   17.6,   0.96344, 0, 0, 0, 0
"X3195318B", 0.208, 1,    122.921, -160.8,    1.0236, 2,    122.698,   19.2,    1.0217, 0, 0, 0, 0
"X3048888C", 0.208, 1,    122.037,   84.4,    1.0162, 2,    122.082,  -95.6,    1.0166, 0, 0, 0, 0
"X2935552C", 0.208, 1,    122.009,   81.2,     1.016, 2,     122.35,  -98.8,    1.0188, 0, 0, 0, 0
"X2876797A", 0.208, 1,    121.756,  -44.4,    1.0139, 2,    121.926,  135.6,    1.0153, 0, 0, 0, 0
"X3085389B", 0.208, 1,    115.208, -162.5,   0.95936, 2,    115.852,   17.6,   0.96472, 0, 0, 0, 0
"X2916603B", 0.208, 1,    118.578, -167.3,   0.98742, 2,    118.005,   12.6,   0.98265, 0, 0, 0, 0
"X2710518A", 0.208, 1,    119.713,  -44.9,   0.99687, 2,    119.473,  135.0,   0.99488, 0, 0, 0, 0
"X3160896C", 0.208, 1,    123.435,   81.7,    1.0279, 2,    123.529,  -98.3,    1.0286, 0, 0, 0, 0
"X2897776C", 0.208, 1,    122.438,   80.0,    1.0196, 2,    122.305, -100.0,    1.0185, 0, 0, 0, 0
"X2913406B", 0.208, 1,    118.341, -167.5,   0.98544, 2,    117.975,   12.5,    0.9824, 0, 0, 0, 0
"X2991915B", 0.208, 1,    117.744, -167.6,   0.98047, 2,    118.076,   12.5,   0.98324, 0, 0, 0, 0
"X2711224B", 0.208, 1,    119.089, -159.5,   0.99168, 2,     118.79,   20.5,   0.98918, 0, 0, 0, 0
"X2897766C", 0.208, 1,    120.828,   81.0,    1.0062, 2,    121.033,  -99.0,    1.0079, 0, 0, 0, 0
"X2897775C", 0.208, 1,    122.707,   80.1,    1.0218, 2,    122.765,  -99.9,    1.0223, 0, 0, 0, 0
"X3029495B", 0.208, 1,    115.397, -162.5,   0.96093, 2,    115.593,   17.5,   0.96256, 0, 0, 0, 0
"X2911069B", 0.208, 1,    119.668, -167.6,   0.99649, 2,    120.306,   12.4,    1.0018, 0, 0, 0, 0
"X3197633A", 0.208, 1,     121.87,  -44.4,    1.0148, 2,    121.587,  135.6,    1.0125, 0, 0, 0, 0
"X3066817A", 0.208, 1,    119.462,  -45.0,   0.99478, 2,    119.701,  135.1,   0.99677, 0, 0, 0, 0
"X2879089C", 0.208, 1,    120.393,   79.0,    1.0025, 2,    121.055, -100.9,     1.008, 0, 0, 0, 0
"X3195315A", 0.208, 1,    122.279,  -40.6,    1.0182, 2,    122.456,  139.4,    1.0197, 0, 0, 0, 0
"X2785529C", 0.208, 1,    122.552,   79.3,    1.0205, 2,    122.178, -100.8,    1.0174, 0, 0, 0, 0
"X2992656A", 0.208, 1,    120.271,  -37.8,    1.0015, 2,    120.316,  142.2,    1.0019, 0, 0, 0, 0
"X2692661A", 0.208, 1,    119.991,  -37.8,   0.99918, 2,    120.563,  142.3,    1.0039, 0, 0, 0, 0
"X3160114A", 0.208, 1,    119.833,  -43.3,   0.99787, 2,    119.524,  136.6,    0.9953, 0, 0, 0, 0
"X3082992A", 0.208, 1,    118.888,  -45.0,      0.99, 2,    118.616,  134.9,   0.98774, 0, 0, 0, 0
"X2710537B", 0.208, 1,    115.702, -162.4,   0.96347, 2,    115.448,   17.5,   0.96135, 0, 0, 0, 0
"X3254238B", 0.208, 1,    118.697, -162.1,   0.98841, 2,    118.251,   17.9,    0.9847, 0, 0, 0, 0
"X2862616C", 0.208, 1,    120.088,   78.4,   0.99999, 2,    120.044, -101.6,   0.99963, 0, 0, 0, 0
"X2785526B", 0.208, 1,    116.946, -162.3,   0.97383, 2,    117.056,   17.7,   0.97474, 0, 0, 0, 0
"X2915542A", 0.208, 1,    113.603,  -40.8,   0.94599, 2,    113.647,  139.2,   0.94636, 0, 0, 0, 0
"X2915542B", 0.208, 1,    116.583, -161.9,   0.97081, 2,    116.646,   18.1,   0.97133, 0, 0, 0, 0
"X2915542C", 0.208, 1,    123.242,   81.4,    1.0263, 2,    123.406,  -98.6,    1.0276, 0, 0, 0, 0
"X3122820A", 0.208, 1,    118.901,  -45.0,    0.9901, 2,    119.455,  135.0,   0.99472, 0, 0, 0, 0
"X3029505C", 0.208, 1,    123.747,   79.4,    1.0305, 2,    123.274, -100.6,    1.0265, 0, 0, 0, 0
"X2785522B", 0.208, 1,    121.299, -167.4,    1.0101, 2,    120.704,   12.5,    1.0051, 0, 0, 0, 0
"X2710543C", 0.208, 1,    120.711,   78.7,    1.0052, 2,     121.04, -101.3,    1.0079, 0, 0, 0, 0
"X2917310B", 0.208, 1,     118.68, -159.5,   0.98827, 2,    119.155,   20.5,   0.99222, 0, 0, 0, 0
"X3082993A", 0.208, 1,    118.158,  -45.4,   0.98392, 2,    118.455,  134.6,   0.98639, 0, 0, 0, 0
"X3729298A", 0.208, 1,    121.823,  -44.7,    1.0144, 2,     122.17,  135.3,    1.0173, 0, 0, 0, 0
"X2990826A", 0.208, 1,    113.296,  -40.8,   0.94344, 2,    113.914,  139.3,   0.94858, 0, 0, 0, 0
"X2990826B", 0.208, 1,    116.773, -161.9,   0.97239, 2,    116.428,   18.1,   0.96951, 0, 0, 0, 0
"X2990826C", 0.208, 1,    123.052,   81.4,    1.0247, 2,    123.569,  -98.6,     1.029, 0, 0, 0, 0
"X2897792A", 0.208, 1,     118.66,  -43.9,    0.9881, 2,    119.141,  136.2,   0.99211, 0, 0, 0, 0
"X2804261C", 0.208, 1,     122.45,   79.6,    1.0197, 2,    122.819, -100.4,    1.0227, 0, 0, 0, 0
"X3189190A", 0.208, 1,    119.588,  -44.9,   0.99583, 2,    119.873,  135.1,    0.9982, 0, 0, 0, 0
"X2689691A", 0.208, 1,    119.764,  -45.2,    0.9973, 2,    119.933,  134.8,    0.9987, 0, 0, 0, 0
"X3195751A", 0.208, 1,    120.832,  -45.2,    1.0062, 2,    120.925,  134.9,     1.007, 0, 0, 0, 0
"X2785517C", 0.208, 1,    121.359,   78.9,    1.0106, 2,    120.735, -101.1,    1.0054, 0, 0, 0, 0
"X2916606C", 0.208, 1,    121.815,   81.1,    1.0144, 2,    121.444,  -98.9,    1.0113, 0, 0, 0, 0
"X3254217C", 0.208, 1,    121.188,   79.3,    1.0092, 2,    121.855, -100.7,    1.0147, 0, 0, 0, 0
"X2841641B", 0.208, 1,    120.566, -165.6,     1.004, 2,    120.472,   14.3,    1.0032, 0, 0, 0, 0
"X2804256B", 0.208, 1,    121.136, -167.5,    1.0087, 2,    121.412,   12.6,     1.011, 0, 0, 0, 0
"X3122818C", 0.208, 1,    122.213,   79.2,    1.0177, 2,    121.816, -100.9,    1.0144, 0, 0, 0, 0
"X2691953A", 0.208, 1,    120.428,  -41.0,    1.0028, 2,    119.929,  138.9,   0.99867, 0, 0, 0, 0
"X2692654A", 0.208, 1,    118.579,  -39.1,   0.98743, 2,    118.922,  141.0,   0.99028, 0, 0, 0, 0
"X3235246B", 0.208, 1,    118.258, -167.4,   0.98475, 2,    118.247,   12.6,   0.98466, 0, 0, 0, 0
"X2955078A", 0.208, 1,    118.965,  -38.7,   0.99064, 2,    118.653,  141.3,   0.98804, 0, 0, 0, 0
"X3139598B", 0.208, 1,    119.111, -162.0,   0.99185, 2,    119.394,   18.0,   0.99421, 0, 0, 0, 0
"X2763812C", 0.208, 1,    120.293,   78.4,    1.0017, 2,    120.002, -101.6,   0.99927, 0, 0, 0, 0
"X2767414C", 0.208, 1,    122.501,   81.2,    1.0201, 2,    122.338,  -98.8,    1.0187, 0, 0, 0, 0
"X2991918B", 0.208, 1,    115.558, -162.5,   0.96227, 2,    115.926,   17.6,   0.96534, 0, 0, 0, 0
"X3008248A", 0.208, 1,    118.493,  -45.4,   0.98671, 2,     118.47,  134.6,   0.98652, 0, 0, 0, 0
"X3160865A", 0.208, 1,    118.956,  -38.8,   0.99057, 2,    118.618,  141.2,   0.98775, 0, 0, 0, 0
"X3029510B", 0.208, 1,    120.175, -167.6,    1.0007, 2,    119.955,   12.4,   0.99888, 0, 0, 0, 0
"X2748126C", 0.208, 1,    120.995,   79.1,    1.0075, 2,    120.462, -101.0,    1.0031, 0, 0, 0, 0
"X3216358A", 0.208, 1,    120.999,  -45.1,    1.0076, 2,    121.242,  134.9,    1.0096, 0, 0, 0, 0
"X2936276B", 0.208, 1,    122.469, -156.8,    1.0198, 2,    122.006,   23.2,     1.016, 0, 0, 0, 0
"X2729207C", 0.208, 1,    122.924,   79.3,    1.0236, 2,     122.65, -100.8,    1.0213, 0, 0, 0, 0
"X2897768C", 0.208, 1,    120.455,   81.0,     1.003, 2,    119.894,  -99.1,   0.99838, 0, 0, 0, 0
"X2917255C", 0.208, 1,    123.553,   81.7,    1.0288, 2,    123.401,  -98.3,    1.0276, 0, 0, 0, 0
"X2933120C", 0.208, 1,    121.038,   78.9,    1.0079, 2,    120.812, -101.1,     1.006, 0, 0, 0, 0
"X2684420B", 0.208, 1,    118.045, -167.4,   0.98298, 2,    118.494,   12.6,   0.98672, 0, 0, 0, 0
"X2766723A", 0.208, 1,    119.516,  -45.0,   0.99523, 2,    119.733,  135.1,   0.99704, 0, 0, 0, 0
"X3104120B", 0.208, 1,    120.687, -161.6,     1.005, 2,    120.903,   18.4,    1.0068, 0, 0, 0, 0
"X3066813B", 0.208, 1,    119.033, -167.4,   0.99121, 2,    119.081,   12.6,   0.99161, 0, 0, 0, 0
"X2822860B", 0.208, 1,    117.857, -167.4,   0.98141, 2,    118.418,   12.6,   0.98608, 0, 0, 0, 0
"X2933135A", 0.208, 1,    113.507,  -41.1,    0.9452, 2,    113.196,  138.8,    0.9426, 0, 0, 0, 0
"X3649298A", 0.208, 1,    122.333,  -44.9,    1.0187, 2,    121.893,  135.1,     1.015, 0, 0, 0, 0
"X3104130B", 0.208, 1,    116.499, -162.3,   0.97011, 2,     116.43,   17.7,   0.96953, 0, 0, 0, 0
"X2785538A", 0.208, 1,    118.586,  -43.9,   0.98748, 2,    119.165,  136.2,    0.9923, 0, 0, 0, 0
"X3122849B", 0.208, 1,    117.813, -162.2,   0.98105, 2,    117.551,   17.8,   0.97887, 0, 0, 0, 0
"X2879794A", 0.208, 1,    118.711,  -38.9,   0.98853, 2,    118.653,  141.1,   0.98804, 0, 0, 0, 0
"X2879069A", 0.208, 1,    121.507,  -44.4,    1.0118, 2,    121.962,  135.7,    1.0156, 0, 0, 0, 0
"X3104113A", 0.208, 1,    122.189,  -40.6,    1.0175, 2,     122.24,  139.4,    1.0179, 0, 0, 0, 0
"X2861222A", 0.208, 1,     118.35,  -39.0,   0.98552, 2,    118.948,  141.1,    0.9905, 0, 0, 0, 0
"X3141411C", 0.208, 1,    119.686,   79.3,   0.99665, 2,    120.263, -100.6,    1.0015, 0, 0, 0, 0
"X3178982A", 0.208, 1,     119.94,  -45.2,   0.99876, 2,     119.46,  134.8,   0.99476, 0, 0, 0, 0
"X3029498C", 0.208, 1,      121.4,   80.8,    1.0109, 2,    121.038,  -99.3,    1.0079, 0, 0, 0, 0
"X2952013A", 0.208, 1,    121.001,  -45.1,    1.0076, 2,    121.197,  134.9,    1.0092, 0, 0, 0, 0
"X2860488B", 0.208, 1,    115.498, -162.5,   0.96177, 2,    116.057,   17.6,   0.96643, 0, 0, 0, 0
"X2691945C", 0.208, 1,    122.609,   80.1,     1.021, 2,    122.608,  -99.9,     1.021, 0, 0, 0, 0
"X3214549A", 0.208, 1,    113.874,  -40.8,   0.94824, 2,    113.342,  139.2,   0.94382, 0, 0, 0, 0
"X2710536A", 0.208, 1,    121.006,  -45.1,    1.0076, 2,    120.609,  134.8,    1.0043, 0, 0, 0, 0
"X2804956A", 0.208, 1,    112.863,  -41.4,   0.93983, 2,    112.859,  138.6,   0.93979, 0, 0, 0, 0
"X3160105C", 0.208, 1,    122.634,   80.1,    1.0212, 2,    122.409, -100.0,    1.0193, 0, 0, 0, 0
"X3010563A", 0.208, 1,    119.606,  -45.2,   0.99598, 2,    119.788,  134.8,    0.9975, 0, 0, 0, 0
"X3649297A", 0.208, 1,    122.269,  -44.9,    1.0182, 2,    122.006,  135.1,     1.016, 0, 0, 0, 0
"X2823611A", 0.208, 1,    122.823,  -36.3,    1.0228, 2,     122.42,  143.6,    1.0194, 0, 0, 0, 0
"X2860487C", 0.208, 1,    122.733,   80.0,     1.022, 2,    123.361,  -99.9,    1.0272, 0, 0, 0, 0
"X3197629B", 0.208, 1,    118.829, -162.1,   0.98951, 2,    119.313,   18.0,   0.99354, 0, 0, 0, 0
"X2691943B", 0.208, 1,    118.294, -167.4,   0.98506, 2,    117.893,   12.6,   0.98171, 0, 0, 0, 0
"X2673311A", 0.208, 1,     120.68,  -45.2,    1.0049, 2,    121.024,  134.9,    1.0078, 0, 0, 0, 0
"X2767343C", 0.208, 1,    121.838,   84.4,    1.0146, 2,    122.042,  -95.6,    1.0163, 0, 0, 0, 0
"X2879063B", 0.208, 1,     121.04, -167.0,    1.0079, 2,    120.699,   12.9,    1.0051, 0, 0, 0, 0
"X3254219C", 0.208, 1,    123.154,   79.6,    1.0255, 2,    122.667, -100.5,    1.0215, 0, 0, 0, 0
"X3197653B", 0.208, 1,    119.564, -165.8,   0.99563, 2,    119.637,   14.2,   0.99624, 0, 0, 0, 0
"X3251806B", 0.208, 1,    119.745, -167.6,   0.99714, 2,    120.398,   12.5,    1.0026, 0, 0, 0, 0
"X2673308B", 0.208, 1,    121.013, -167.0,    1.0077, 2,     121.33,   13.1,    1.0103, 0, 0, 0, 0
"X3254203B", 0.208, 1,    118.112, -167.4,   0.98354, 2,     118.21,   12.6,   0.98436, 0, 0, 0, 0
"X2814529A", 0.208, 1,    119.855,  -44.9,   0.99805, 2,    119.548,  135.0,    0.9955, 0, 0, 0, 0
"X2814529B", 0.208, 1,    122.568, -166.6,    1.0206, 2,    122.229,   13.4,    1.0178, 0, 0, 0, 0
"X2814529C", 0.208, 1,    120.305,   79.4,    1.0018, 2,    120.229, -100.6,    1.0012, 0, 0, 0, 0
"X2823592A", 0.208, 1,    124.013,  -35.5,    1.0327, 2,    124.232,  144.5,    1.0345, 0, 0, 0, 0
"X2766718C", 0.208, 1,    123.137,   79.9,    1.0254, 2,    122.841, -100.1,    1.0229, 0, 0, 0, 0
"X2727795C", 0.208, 1,    122.839,   80.1,    1.0229, 2,    122.952,  -99.9,    1.0238, 0, 0, 0, 0
"X2955055B", 0.208, 1,    118.841, -159.5,   0.98961, 2,    118.964,   20.5,   0.99063, 0, 0, 0, 0
"X2766722B", 0.208, 1,    118.526, -167.4,   0.98699, 2,    118.089,   12.5,   0.98334, 0, 0, 0, 0
"X2804957C", 0.208, 1,    122.197,   84.4,    1.0176, 2,    121.671,  -95.6,    1.0132, 0, 0, 0, 0
"X3010570A", 0.208, 1,    118.462,  -41.0,   0.98645, 2,    119.029,  139.0,   0.99117, 0, 0, 0, 0
"X3649299A", 0.208, 1,    121.924,  -44.9,    1.0153, 2,     122.28,  135.1,    1.0182, 0, 0, 0, 0
"X2766717C", 0.208, 1,    122.696,   80.1,    1.0217, 2,    122.889,  -99.9,    1.0233, 0, 0, 0, 0
"X3254870C", 0.208, 1,    123.358,   81.5,    1.0272, 2,    123.564,  -98.4,    1.0289, 0, 0, 0, 0
"X2801895B", 0.208, 1,    115.502, -162.5,    0.9618, 2,    115.476,   17.5,   0.96159, 0, 0, 0, 0
"X2673320B", 0.208, 1,    117.839, -167.6,   0.98126, 2,    117.979,   12.5,   0.98243, 0, 0, 0, 0
"X3198358B", 0.208, 1,    118.816, -159.7,    0.9894, 2,    118.375,   20.2,   0.98573, 0, 0, 0, 0
"X3064514C", 0.208, 1,    122.379,   84.5,    1.0191, 2,    121.756,  -95.6,    1.0139, 0, 0, 0, 0
"X2729429A", 0.208, 1,    121.129,  -44.8,    1.0087, 2,     120.68,  135.2,    1.0049, 0, 0, 0, 0
"X2785525C", 0.208, 1,    123.057,   80.1,    1.0247, 2,    122.703,  -99.9,    1.0218, 0, 0, 0, 0
"X2860492C", 0.208, 1,    122.784,   79.6,    1.0224, 2,    123.246, -100.4,    1.0263, 0, 0, 0, 0
"X2973154A", 0.208, 1,    121.551,  -44.4,    1.0122, 2,    121.925,  135.6,    1.0153, 0, 0, 0, 0
"X2691973A", 0.208, 1,    121.249,  -45.1,    1.0097, 2,    121.515,  135.0,    1.0119, 0, 0, 0, 0
"X3085394C", 0.208, 1,    121.384,   81.1,    1.0108, 2,    121.886,  -98.8,     1.015, 0, 0, 0, 0
"X2897791B", 0.208, 1,    119.282, -165.8,   0.99328, 2,    119.913,   14.3,   0.99853, 0, 0, 0, 0
"X2726983A", 0.208, 1,    118.831,  -45.3,   0.98953, 2,    118.857,  134.7,   0.98974, 0, 0, 0, 0
"X2711234B", 0.208, 1,     118.88, -159.7,   0.98993, 2,    118.371,   20.2,   0.98569, 0, 0, 0, 0
"X3178980C", 0.208, 1,    122.578,   79.6,    1.0207, 2,    122.691, -100.4,    1.0217, 0, 0, 0, 0
"X3728039A", 0.208, 1,    121.582,  -44.8,    1.0124, 2,    122.175,  135.3,    1.0174, 0, 0, 0, 0
"X2786266A", 0.208, 1,    120.356,  -37.8,    1.0022, 2,    119.908,  142.1,    0.9985, 0, 0, 0, 0
"X2954338B", 0.208, 1,    120.439, -167.5,    1.0029, 2,    120.232,   12.4,    1.0012, 0, 0, 0, 0
"X3254869B", 0.208, 1,    117.743, -161.1,   0.98046, 2,    117.666,   18.9,   0.97983, 0, 0, 0, 0
"X3198356C", 0.208, 1,    121.503,   81.1,    1.0118, 2,    121.481,  -98.9,    1.0116, 0, 0, 0, 0
"X2730163C", 0.208, 1,    122.877,   81.7,    1.0232, 2,    123.486,  -98.2,    1.0283, 0, 0, 0, 0
"X3048965B", 0.208, 1,    119.863, -159.0,   0.99812, 2,    119.841,   21.0,   0.99794, 0, 0, 0, 0
"X3010561A", 0.208, 1,    121.546,  -44.7,    1.0121, 2,    122.031,  135.4,    1.0162, 0, 0, 0, 0
"X3160102B", 0.208, 1,    121.291, -167.4,      1.01, 2,      121.5,   12.6,    1.0118, 0, 0, 0, 0
"X3066806C", 0.208, 1,    120.795,   81.0,    1.0059, 2,    121.074,  -98.9,    1.0082, 0, 0, 0, 0
"X3216361B", 0.208, 1,     121.14, -167.4,    1.0088, 2,    121.116,   12.5,    1.0086, 0, 0, 0, 0
"X2879092C", 0.208, 1,    119.756,   79.3,   0.99723, 2,     120.25, -100.6,    1.0013, 0, 0, 0, 0
"X3104117C", 0.208, 1,    120.646,   78.8,    1.0046, 2,    121.147, -101.1,    1.0088, 0, 0, 0, 0
"X2935568B", 0.208, 1,    118.047, -167.4,   0.98299, 2,    118.659,   12.7,   0.98809, 0, 0, 0, 0
"X2710530B", 0.208, 1,    120.163, -165.7,    1.0006, 2,     120.73,   14.4,    1.0053, 0, 0, 0, 0
"X2841618A", 0.208, 1,    121.653,  -44.6,     1.013, 2,    121.274,  135.4,    1.0099, 0, 0, 0, 0
"X3728043A", 0.208, 1,    121.964,  -44.7,    1.0156, 2,     121.82,  135.3,    1.0144, 0, 0, 0, 0
"X2897765B", 0.208, 1,    118.593, -167.3,   0.98755, 2,    118.076,   12.6,   0.98324, 0, 0, 0, 0
"X2804283A", 0.208, 1,    122.031,  -40.6,    1.0162, 2,    122.443,  139.4,    1.0196, 0, 0, 0, 0
"X3150961C", 0.208, 1,    123.203,   81.5,    1.0259, 2,    123.652,  -98.4,    1.0297, 0, 0, 0, 0
"X2859391B", 0.208, 1,    120.905, -167.5,    1.0068, 2,    120.832,   12.5,    1.0062, 0, 0, 0, 0
"X3254206B", 0.208, 1,      120.3, -167.6,    1.0018, 2,     120.19,   12.4,    1.0008, 0, 0, 0, 0
"X3104122A", 0.208, 1,    121.986,  -40.6,    1.0158, 2,    122.516,  139.4,    1.0202, 0, 0, 0, 0
"X3254218A", 0.208, 1,    120.992,  -41.0,    1.0075, 2,    120.795,  138.9,    1.0059, 0, 0, 0, 0
"X2804255B", 0.208, 1,    120.716, -167.1,    1.0052, 2,    121.161,   13.0,    1.0089, 0, 0, 0, 0
"X2766748A", 0.208, 1,    121.006,  -45.1,    1.0076, 2,    120.755,  134.8,    1.0055, 0, 0, 0, 0
"X2691938B", 0.208, 1,    120.161, -167.6,    1.0006, 2,    119.908,   12.4,   0.99849, 0, 0, 0, 0
"X3027671A", 0.208, 1,    113.877,  -40.8,   0.94827, 2,    113.408,  139.2,   0.94437, 0, 0, 0, 0
"X2860501B", 0.208, 1,    118.919, -167.3,   0.99026, 2,    119.416,   12.8,   0.99439, 0, 0, 0, 0
"X2897764B", 0.208, 1,    116.024, -162.4,   0.96615, 2,    115.439,   17.5,   0.96128, 0, 0, 0, 0
"X3068944B", 0.208, 1,    119.008, -159.5,     0.991, 2,    118.912,   20.5,    0.9902, 0, 0, 0, 0
"X2897781A", 0.208, 1,    120.479,  -41.0,    1.0033, 2,    120.255,  138.9,    1.0014, 0, 0, 0, 0
"X2748132A", 0.208, 1,    118.933,  -45.0,   0.99037, 2,    118.442,  134.9,   0.98628, 0, 0, 0, 0
"X2766727B", 0.208, 1,    117.114, -162.3,   0.97523, 2,    116.528,   17.7,   0.97035, 0, 0, 0, 0
"X2954339B", 0.208, 1,    115.268, -162.5,   0.95986, 2,    115.734,   17.6,   0.96373, 0, 0, 0, 0
"X2673316A", 0.208, 1,    115.867,  -40.0,   0.96484, 2,    116.417,  140.1,   0.96942, 0, 0, 0, 0
"X3649304A", 0.208, 1,    121.858,  -44.9,    1.0147, 2,    122.275,  135.1,    1.0182, 0, 0, 0, 0
"X2710508B", 0.208, 1,    118.069, -167.4,   0.98318, 2,    118.234,   12.6,   0.98456, 0, 0, 0, 0
"X2710520A", 0.208, 1,    120.974,  -41.0,    1.0074, 2,    121.069,  139.0,    1.0082, 0, 0, 0, 0
"X3010567C", 0.208, 1,    122.614,   80.1,     1.021, 2,    122.602,  -99.9,    1.0209, 0, 0, 0, 0
"X2876798B", 0.208, 1,    121.057, -167.0,    1.0081, 2,    120.448,   12.9,     1.003, 0, 0, 0, 0
"X3253570C", 0.208, 1,    123.384,   84.6,    1.0274, 2,    122.812,  -95.5,    1.0227, 0, 0, 0, 0
"X3216350A", 0.208, 1,    119.294,  -45.0,   0.99338, 2,    119.883,  135.1,   0.99829, 0, 0, 0, 0
"X2804257B", 0.208, 1,    121.204, -167.4,    1.0093, 2,    120.866,   12.5,    1.0065, 0, 0, 0, 0
"X3048937C", 0.208, 1,    121.675,   84.4,    1.0132, 2,    122.184,  -95.6,    1.0174, 0, 0, 0, 0
"X2748157A", 0.208, 1,    117.927,  -44.1,     0.982, 2,    118.014,  135.9,   0.98272, 0, 0, 0, 0
"X3008237C", 0.208, 1,    124.589,   79.9,    1.0375, 2,    124.412, -100.1,     1.036, 0, 0, 0, 0
"X3235258A", 0.208, 1,    120.745,  -44.8,    1.0055, 2,    120.356,  135.1,    1.0022, 0, 0, 0, 0
"X3235258B", 0.208, 1,     122.78, -166.6,    1.0224, 2,    122.208,   13.3,    1.0176, 0, 0, 0, 0
"X3235258C", 0.208, 1,    120.689,   79.3,     1.005, 2,    121.024, -100.6,    1.0078, 0, 0, 0, 0
"X2766738C", 0.208, 1,    124.501,   79.9,    1.0367, 2,    124.135, -100.1,    1.0337, 0, 0, 0, 0
"X2691948B", 0.208, 1,    118.195, -167.5,   0.98423, 2,    118.143,   12.5,    0.9838, 0, 0, 0, 0
"X2674052C", 0.208, 1,    121.655,   81.1,     1.013, 2,    121.292,  -98.9,      1.01, 0, 0, 0, 0
"X3160868B", 0.208, 1,    119.359, -159.3,   0.99392, 2,    118.987,   20.6,   0.99082, 0, 0, 0, 0
"X3048889C", 0.208, 1,    121.977,   84.4,    1.0157, 2,    122.413,  -95.5,    1.0194, 0, 0, 0, 0
"X3236004C", 0.208, 1,    123.569,   81.7,     1.029, 2,    123.404,  -98.3,    1.0276, 0, 0, 0, 0
"X3235255B", 0.208, 1,    119.181, -162.0,   0.99244, 2,     118.85,   17.9,   0.98969, 0, 0, 0, 0
"X3067447A", 0.208, 1,    113.318,  -41.2,   0.94362, 2,    113.086,  138.8,   0.94168, 0, 0, 0, 0
"X2989432B", 0.208, 1,    118.733, -167.3,   0.98871, 2,    118.189,   12.6,   0.98418, 0, 0, 0, 0
"X2973164A", 0.208, 1,    118.656,  -41.0,   0.98807, 2,    118.381,  139.0,   0.98578, 0, 0, 0, 0
"X3010565C", 0.208, 1,    122.759,   80.1,    1.0222, 2,    122.725,  -99.9,     1.022, 0, 0, 0, 0
"X2689678B", 0.208, 1,    119.357, -162.0,    0.9939, 2,    118.739,   17.9,   0.98876, 0, 0, 0, 0
"X2748840B", 0.208, 1,    122.321, -156.8,    1.0186, 2,    121.996,   23.2,    1.0159, 0, 0, 0, 0
"X2989566B", 0.208, 1,    116.763, -161.9,   0.97231, 2,    117.118,   18.2,   0.97526, 0, 0, 0, 0
"X3141388C", 0.208, 1,    122.954,   80.1,    1.0239, 2,    122.951,  -99.9,    1.0238, 0, 0, 0, 0
"X2673317A", 0.208, 1,    119.029,  -45.0,   0.99117, 2,    119.511,  135.0,   0.99518, 0, 0, 0, 0
"X2822870C", 0.208, 1,    121.144,   79.3,    1.0088, 2,    121.644, -100.7,    1.0129, 0, 0, 0, 0
"X2745799C", 0.208, 1,    122.105,   79.2,    1.0168, 2,    122.302, -100.8,    1.0184, 0, 0, 0, 0
"X2786274C", 0.208, 1,    122.868,   81.3,    1.0231, 2,    122.846,  -98.7,     1.023, 0, 0, 0, 0
"X2897772A", 0.208, 1,    119.818,  -41.0,   0.99774, 2,    119.607,  138.9,   0.99599, 0, 0, 0, 0
"X2935566C", 0.208, 1,    124.232,   79.9,    1.0345, 2,    124.749, -100.0,    1.0388, 0, 0, 0, 0
"X3091052A", 0.208, 1,    118.882,  -45.0,   0.98995, 2,     118.47,  134.9,   0.98652, 0, 0, 0, 0
"X3010566C", 0.208, 1,    122.615,   80.1,     1.021, 2,    122.302, -100.0,    1.0184, 0, 0, 0, 0
"X3104131A", 0.208, 1,    118.763,  -41.0,   0.98896, 2,    118.391,  139.0,   0.98586, 0, 0, 0, 0
"X3216336A", 0.208, 1,    121.393,  -45.1,    1.0109, 2,    121.083,  134.9,    1.0083, 0, 0, 0, 0
"X2858166A", 0.208, 1,    123.378,  -44.6,    1.0274, 2,    123.494,  135.4,    1.0284, 0, 0, 0, 0
"X2748128C", 0.208, 1,    120.607,   81.0,    1.0043, 2,    120.319,  -99.0,    1.0019, 0, 0, 0, 0
"X2673318C", 0.208, 1,    123.401,   79.4,    1.0276, 2,    123.625, -100.6,    1.0294, 0, 0, 0, 0
"X2973169A", 0.208, 1,    119.581,  -45.2,   0.99577, 2,    119.637,  134.8,   0.99624, 0, 0, 0, 0
"X3160106A", 0.208, 1,    119.441,  -45.0,    0.9946, 2,    119.724,  135.1,   0.99696, 0, 0, 0, 0
"X2842384C", 0.208, 1,    123.968,   82.7,    1.0323, 2,    123.675,  -97.3,    1.0299, 0, 0, 0, 0
"X2767341C", 0.208, 1,    123.734,   81.6,    1.0304, 2,    123.203,  -98.5,    1.0259, 0, 0, 0, 0
