Element, I1_1, Ang1_1, I1_2, Ang1_2, I1_3, Ang1_3, I1_4, Ang1_4, Iresid1, AngResid1, I2_1, Ang2_1, I2_2, Ang2_2, I2_3, Ang2_3, I2_4, Ang2_4, Iresid2, AngResid2, I3_1, Ang3_1, I3_2, Ang3_2, I3_3, Ang3_3, I3_4, Ang3_4, Iresid3, AngResid3
Transformer.T5260572C,   0.858662,    67.05,   0.858662,  -112.95,          0,     0.00,          0,     0.00, 1.07878E-006,    -7.96,     18.827,  -112.28,     18.827,    67.72,          0,     0.00,          0,     0.00, 6.43587E-005,    -8.25,    32.2834,  -112.35,    32.2834,    67.65,          0,     0.00,          0,     0.00, 0.000128546,   171.72
Transformer.T5293519B,   0.284396,  -176.73,   0.284396,     3.27,          0,     0.00,          0,     0.00, 3.46642E-007,   108.28,    4.06128,     3.94,    4.06129,  -176.06,          0,     0.00,          0,     0.00, 2.06911E-005,   107.99,    12.8708,     3.86,    12.8708,  -176.14,          0,     0.00,          0,     0.00, 4.12674E-005,   -72.06
Transformer.T21386157A,    1.36638,   -55.87,    1.36638,   124.13,          0,     0.00,          0,     0.00, 1.64866E-006,  -130.88,    25.0723,   124.84,    25.0723,   -55.16,          0,     0.00,          0,     0.00, 9.83666E-005,  -131.18,    56.2849,   124.68,    56.2848,   -55.32,          0,     0.00,          0,     0.00, 0.000196329,    48.78
Transformer.T226163575B,    1.44344,   177.86,    1.44344,    -2.14,          0,     0.00,          0,     0.00, 1.72538E-006,   102.95,    7.06438,    -1.23,    7.06441,   178.77,          0,     0.00,          0,     0.00, 0.000103067,   102.67,    78.8846,    -1.58,    78.8846,   178.42,          0,     0.00,          0,     0.00, 0.00020519,   -77.41
Transformer.T5302514A,   0.520701,   -55.76,   0.520701,   124.24,          0,     0.00,          0,     0.00, 6.90029E-007,  -130.73,    8.12803,   124.97,    8.12804,   -55.03,          0,     0.00,          0,     0.00, 4.12001E-005,  -131.00,    22.8518,   124.87,    22.8517,   -55.13,          0,     0.00,          0,     0.00, 8.22092E-005,    48.96
Transformer.T5138343C,    0.57543,    65.41,    0.57543,  -114.59,          0,     0.00,          0,     0.00, 7.14904E-007,    -9.61,     16.046,  -113.97,     16.046,    66.03,          0,     0.00,          0,     0.00, 4.26248E-005,    -9.91,    18.2088,  -113.98,    18.2088,    66.02,          0,     0.00,          0,     0.00, 8.52258E-005,   170.08
Transformer.T226192762B,   0.285215,  -176.76,   0.285215,     3.24,          0,     0.00,          0,     0.00, 3.46744E-007,   108.29,   0.331821,     3.99,   0.331826,  -176.02,          0,     0.00,          0,     0.00, 2.07217E-005,   108.02,     16.649,     3.84,     16.649,  -176.16,          0,     0.00,          0,     0.00, 4.12288E-005,   -72.07
Transformer.T5157717B,   0.832581,  -171.52,   0.832581,     8.48,          0,     0.00,          0,     0.00, 1.06705E-006,   113.50,    11.7888,     9.22,    11.7888,  -170.78,          0,     0.00,          0,     0.00, 6.37087E-005,   113.22,    37.7605,     9.08,    37.7605,  -170.92,          0,     0.00,          0,     0.00, 0.000127079,   -66.82
Transformer.T5260602B,   0.869628,  -176.52,   0.869628,     3.48,          0,     0.00,          0,     0.00, 1.02205E-006,   108.48,    39.5353,     4.03,    39.5353,  -175.97,          0,     0.00,          0,     0.00, 6.08142E-005,   108.13,    12.2559,     4.18,    12.2559,  -175.82,          0,     0.00,          0,     0.00, 0.000121998,   -71.83
Transformer.T5138416C,   0.574443,    65.43,   0.574443,  -114.57,          0,     0.00,          0,     0.00, 7.16112E-007,    -9.58,    16.8319,  -113.95,    16.8319,    66.05,          0,     0.00,          0,     0.00, 4.26924E-005,    -9.89,    17.3633,  -113.95,    17.3632,    66.05,          0,     0.00,          0,     0.00, 8.53826E-005,   170.10
Transformer.T21397771A,   0.779135,   -59.78,   0.779134,   120.22,          0,     0.00,          0,     0.00, 1.04155E-006,  -134.70,    41.7829,   120.86,    41.7829,   -59.14,          0,     0.00,          0,     0.00, 6.19941E-005,  -135.02,    4.57053,   121.06,     4.5705,   -58.94,          0,     0.00,          0,     0.00, 0.00012449,    45.04
Transformer.T21399171C,   0.877098,    64.59,   0.877098,  -115.41,          0,     0.00,          0,     0.00, 1.06077E-006,   -10.37,    45.3996,  -114.84,    45.3996,    65.16,          0,     0.00,          0,     0.00, 6.3096E-005,   -10.72,    6.82498,  -114.64,    6.82495,    65.36,          0,     0.00,          0,     0.00, 0.000126712,   169.34
Transformer.T226191779C,     1.4501,    64.53,     1.4501,  -115.47,          0,     0.00,          0,     0.00, 1.77955E-006,   -10.50,    55.5562,  -114.91,    55.5562,    65.09,          0,     0.00,          0,     0.00, 0.000105994,   -10.82,    30.7764,  -114.79,    30.7764,    65.21,          0,     0.00,          0,     0.00, 0.000212329,   169.20
Transformer.T5207291C,    1.44094,    66.62,    1.44094,  -113.38,          0,     0.00,          0,     0.00, 1.78893E-006,    -8.42,    40.9968,  -112.75,    40.9968,    67.25,          0,     0.00,          0,     0.00, 0.000106656,    -8.72,    44.7821,  -112.77,    44.7821,    67.23,          0,     0.00,          0,     0.00, 0.000213274,   171.27
Transformer.T5302679A,   0.773121,   -55.81,    0.77312,   124.19,          0,     0.00,          0,     0.00, 1.04534E-006,  -130.78,     14.468,   124.93,     14.468,   -55.07,          0,     0.00,          0,     0.00, 6.24052E-005,  -131.05,    31.5221,   124.84,     31.522,   -55.16,          0,     0.00,          0,     0.00, 0.000124591,    48.92
Transformer.T5441854C,    1.43314,    65.15,    1.43314,  -114.85,          0,     0.00,          0,     0.00, 1.81253E-006,    -9.76,    75.9084,  -114.26,    75.9085,    65.74,          0,     0.00,          0,     0.00, 0.00010784,   -10.10,    9.39328,  -113.96,    9.39323,    66.05,          0,     0.00,          0,     0.00, 0.000216578,   169.96
Transformer.T228532641A,    1.97202,   -59.87,    1.97202,   120.13,          0,     0.00,          0,     0.00, 2.59119E-006,  -134.77,    17.6903,   121.09,    17.6903,   -58.91,          0,     0.00,          0,     0.00, 0.000154794,  -135.04,    99.6437,   120.73,    99.6437,   -59.27,          0,     0.00,          0,     0.00, 0.000308516,    44.91
Transformer.T5138776C,   0.867093,    65.35,   0.867093,  -114.65,          0,     0.00,          0,     0.00, 1.06993E-006,    -9.64,    13.2561,  -113.93,    13.2561,    66.07,          0,     0.00,          0,     0.00, 6.38621E-005,    -9.93,    38.3631,  -114.07,    38.3631,    65.93,          0,     0.00,          0,     0.00, 0.000127398,   170.03
Transformer.T5302410A,    1.30867,   -55.79,    1.30867,   124.21,          0,     0.00,          0,     0.00, 1.72597E-006,  -130.72,    14.1997,   125.07,    14.1997,   -54.94,          0,     0.00,          0,     0.00, 0.000103093,  -130.99,    63.6638,   124.83,    63.6638,   -55.17,          0,     0.00,          0,     0.00, 0.000205539,    48.96
Transformer.T5356010A,     1.2782,   -59.85,     1.2782,   120.15,          0,     0.00,          0,     0.00, 1.76423E-006,  -134.80,    17.3147,   120.98,    17.3147,   -59.02,          0,     0.00,          0,     0.00, 0.000105376,  -135.05,    58.7062,   120.79,    58.7062,   -59.21,          0,     0.00,          0,     0.00, 0.000210213,    44.91
Transformer.T226192994A,   0.499605,   -59.39,   0.499605,   120.61,          0,     0.00,          0,     0.00, 7.1832E-007,  -134.34,     17.698,   121.31,     17.698,   -58.69,          0,     0.00,          0,     0.00, 4.28397E-005,  -134.62,    12.0057,   121.35,    12.0057,   -58.65,          0,     0.00,          0,     0.00, 8.576E-005,    45.39
Transformer.T5337629C,    1.47322,    66.31,    1.47322,  -113.69,          0,     0.00,          0,     0.00, 1.75457E-006,    -8.70,    24.6077,  -112.97,    24.6077,    67.03,          0,     0.00,          0,     0.00, 0.000104694,    -9.00,    63.1198,  -113.15,    63.1197,    66.85,          0,     0.00,          0,     0.00, 0.000208888,   170.96
Transformer.T5338967C,    1.43529,    64.74,    1.43529,  -115.26,          0,     0.00,          0,     0.00, 1.79838E-006,   -10.28,    56.8849,  -114.68,    56.8849,    65.32,          0,     0.00,          0,     0.00, 0.000107119,   -10.59,    28.5516,  -114.56,    28.5515,    65.44,          0,     0.00,          0,     0.00, 0.000214627,   169.43
Transformer.T21397304A,   0.772911,   -59.92,   0.772911,   120.08,          0,     0.00,          0,     0.00, 1.04444E-006,  -134.91,    24.8923,   120.74,    24.8923,   -59.26,          0,     0.00,          0,     0.00, 6.22819E-005,  -135.20,    21.0862,   120.76,    21.0862,   -59.24,          0,     0.00,          0,     0.00, 0.000124622,    44.80
Transformer.T5310570A,    1.29468,   -59.70,    1.29468,   120.30,          0,     0.00,          0,     0.00, 1.7404E-006,  -134.66,    56.5434,   120.93,    56.5435,   -59.07,          0,     0.00,          0,     0.00, 0.000103681,  -134.97,    20.4777,   121.09,    20.4777,   -58.90,          0,     0.00,          0,     0.00, 0.000207854,    45.07
Transformer.T5260637C,    0.57127,    68.01,    0.57127,  -111.99,          0,     0.00,          0,     0.00, 7.21116E-007,    -6.98,    9.15521,  -111.29,    9.15522,    68.70,          0,     0.00,          0,     0.00, 4.30444E-005,    -7.27,    24.8471,  -111.39,    24.8471,    68.61,          0,     0.00,          0,     0.00, 8.58851E-005,   172.69
Transformer.T5260577C,    2.18308,    66.75,    2.18308,  -113.25,          0,     0.00,          0,     0.00, 2.69689E-006,    -8.12,     12.268,  -112.22,     12.268,    67.77,          0,     0.00,          0,     0.00, 0.000161112,    -8.39,    117.689,  -112.68,    117.689,    67.32,          0,     0.00,          0,     0.00, 0.000320841,   171.54
Transformer.T5293658C,    2.95867,    64.78,    2.95867,  -115.22,          0,     0.00,          0,     0.00, 3.50513E-006,   -10.30,     96.562,  -114.66,    96.5621,    65.34,          0,     0.00,          0,     0.00, 0.000208831,   -10.63,    79.6331,  -114.60,     79.633,    65.40,          0,     0.00,          0,     0.00, 0.000417912,   169.37
Transformer.T21482279A,   0.782732,   -59.85,   0.782732,   120.15,          0,     0.00,          0,     0.00, 1.03712E-006,  -134.76,    4.09268,   121.00,    4.09269,   -59.00,          0,     0.00,          0,     0.00, 6.19776E-005,  -135.02,     42.476,   120.79,     42.476,   -59.21,          0,     0.00,          0,     0.00, 0.000123452,    44.91
Transformer.T21015706A,    0.75984,   -59.40,    0.75984,   120.60,          0,     0.00,          0,     0.00, 1.063E-006,  -134.37,    28.8224,   121.27,    28.8224,   -58.73,          0,     0.00,          0,     0.00, 6.33726E-005,  -134.65,    16.3649,   121.33,    16.3649,   -58.67,          0,     0.00,          0,     0.00, 0.000126918,    45.36
Transformer.T5355607B,    1.42328,   177.64,    1.42328,    -2.36,          0,     0.00,          0,     0.00, 1.74835E-006,   102.73,    76.8692,    -1.78,    76.8692,   178.22,          0,     0.00,          0,     0.00, 0.000103987,   102.38,    7.86541,    -1.46,    7.86536,   178.54,          0,     0.00,          0,     0.00, 0.000208903,   -77.55
Transformer.T21483138A,   0.763988,   -59.87,   0.763988,   120.13,          0,     0.00,          0,     0.00, 1.05669E-006,  -134.85,    20.2202,   120.84,    20.2202,   -59.16,          0,     0.00,          0,     0.00, 6.30503E-005,  -135.12,     25.218,   120.81,     25.218,   -59.19,          0,     0.00,          0,     0.00, 0.000126042,    44.87
Transformer.T226192492B,   0.558823,   177.81,   0.558823,    -2.19,          0,     0.00,          0,     0.00, 7.06377E-007,   102.85,    4.10057,    -1.43,    4.10058,   178.57,          0,     0.00,          0,     0.00, 4.2197E-005,   102.58,      29.16,    -1.59,    29.1599,   178.42,          0,     0.00,          0,     0.00, 8.40657E-005,   -77.48
Transformer.T5260591B,    1.44298,  -175.91,    1.44298,     4.09,          0,     0.00,          0,     0.00, 1.7124E-006,   109.06,      27.92,     4.78,      27.92,  -175.22,          0,     0.00,          0,     0.00, 0.000102151,   108.75,    58.0097,     4.63,    58.0096,  -175.37,          0,     0.00,          0,     0.00, 0.000203913,   -71.28
Transformer.T5293486C,    1.44993,    64.84,    1.44993,  -115.16,          0,     0.00,          0,     0.00, 1.78637E-006,   -10.13,    69.2253,  -114.60,    69.2253,    65.40,          0,     0.00,          0,     0.00, 0.000106312,   -10.46,    17.0942,  -114.36,    17.0942,    65.64,          0,     0.00,          0,     0.00, 0.000213329,   169.58
Transformer.T5337690B,    1.43095,   177.90,    1.43095,    -2.10,          0,     0.00,          0,     0.00, 1.73666E-006,   102.97,    10.9537,    -1.23,    10.9537,   178.77,          0,     0.00,          0,     0.00, 0.000103722,   102.69,    74.2421,    -1.54,     74.242,   178.47,          0,     0.00,          0,     0.00, 0.000206613,   -77.38
Transformer.T5356805A,   0.825233,   -56.37,   0.825232,   123.63,          0,     0.00,          0,     0.00, 9.78649E-007,  -131.40,    20.3408,   124.25,    20.3408,   -55.75,          0,     0.00,          0,     0.00, 5.83506E-005,  -131.71,    28.8023,   124.20,    28.8023,   -55.80,          0,     0.00,          0,     0.00, 0.000116595,    48.27
Transformer.T5338963C,   0.876336,    64.23,   0.876336,  -115.77,          0,     0.00,          0,     0.00, 1.05685E-006,   -10.80,    31.5393,  -115.20,    31.5394,    64.80,          0,     0.00,          0,     0.00, 6.29537E-005,   -11.13,    20.6408,  -115.14,    20.6408,    64.86,          0,     0.00,          0,     0.00, 0.00012606,   168.89
Transformer.T5294789A,    1.27871,   -59.89,    1.27871,   120.11,          0,     0.00,          0,     0.00, 1.75947E-006,  -134.87,    49.9591,   120.76,    49.9591,   -59.24,          0,     0.00,          0,     0.00, 0.000104873,  -135.16,    26.0964,   120.87,    26.0964,   -59.13,          0,     0.00,          0,     0.00, 0.000210076,    44.86
Transformer.T226192684A,   0.777703,   -55.83,   0.777703,   124.17,          0,     0.00,          0,     0.00, 1.04322E-006,  -130.75,    5.08791,   125.02,    5.08792,   -54.99,          0,     0.00,          0,     0.00, 6.23385E-005,  -131.00,    41.1768,   124.82,    41.1768,   -55.18,          0,     0.00,          0,     0.00, 0.000124204,    48.94
Transformer.T21475841A,     1.3012,   -53.64,     1.3012,   126.36,          0,     0.00,          0,     0.00, 1.72736E-006,  -128.65,    37.9126,   127.02,    37.9126,   -52.98,          0,     0.00,          0,     0.00, 0.000103021,  -128.94,    39.5045,   127.01,    39.5044,   -52.99,          0,     0.00,          0,     0.00, 0.000206033,    51.05
Transformer.T5337642C,    2.21982,    66.31,    2.21982,  -113.69,          0,     0.00,          0,     0.00, 2.62436E-006,    -8.74,    82.7717,  -113.16,    82.7718,    66.84,          0,     0.00,          0,     0.00, 0.000156284,    -9.08,    49.4252,  -113.01,    49.4252,    66.99,          0,     0.00,          0,     0.00, 0.000313031,   170.94
Transformer.T21451973B,    0.83983,   177.85,   0.839829,    -2.15,          0,     0.00,          0,     0.00, 1.05711E-006,   102.86,     35.393,    -1.55,     35.393,   178.45,          0,     0.00,          0,     0.00, 6.29539E-005,   102.54,    14.5966,    -1.44,    14.5966,   178.56,          0,     0.00,          0,     0.00, 0.000126192,   -77.43
Transformer.T2224386863A,    1.91943,   -59.56,    1.91943,   120.44,          0,     0.00,          0,     0.00, 2.66153E-006,  -134.44,    98.0018,   121.08,    98.0018,   -58.92,          0,     0.00,          0,     0.00, 0.000158494,  -134.75,    16.1541,   121.43,     16.154,   -58.57,          0,     0.00,          0,     0.00, 0.000318096,    45.31
Transformer.T5351021C,   0.869847,    66.48,   0.869847,  -113.52,          0,     0.00,          0,     0.00, 1.06755E-006,    -8.50,    10.8146,  -112.78,    10.8146,    67.22,          0,     0.00,          0,     0.00, 6.37347E-005,    -8.79,    40.9705,  -112.94,    40.9705,    67.06,          0,     0.00,          0,     0.00, 0.000127076,   171.16
